,SBER,PLZL,POLY,GAZP,LKOH,TCSG,MOEX,TATN,ROSN,SBERP,FLOT,SELG,MTLRP,NVTK,VKCO,POSI,YNDX,MTLR,MAGN,CBOM,GMKN,CHMF,PHOR,BSPB,MGNT
87,131.77,8850.5,278.0,194.69,4030.0,1878.0,86.27,409.8,354.45,125.55,36.35,43.7,163.8,1056.8,431.4,1087.8,2032.0,122.27,28.1,5.045,16388,754.6,7484,86.51,4889.0
88,128.44,8648.0,267.8,191.68,3965.5,1940.0,84.78,399.8,347.95,122.75,36.09,42.98,161.35,1032.2,421.2,1071.8,2032.0,123.75,28.185,5.025,15646,740.0,7330,86.62,4885.0
89,129.15,8166.5,271.0,188.97,3855.0,1940.0,83.94,407.0,338.95,123.38,36.09,44.82,160.3,1014.0,419.6,1054.8,1985.6,123.68,24.9,5.066,15434,724.6,7210,86.59,4948.0
90,128.13,7865.0,269.8,187.22,3816.0,1919.5,85.34,406.0,330.3,122.18,35.69,44.28,160.5,1005.2,448.0,1055.0,1949.0,124.07,24.3,5.049,14868,703.0,7292,87.48,4975.0
91,127.58,7550.0,324.8,185.62,3746.0,2050.0,83.54,405.3,327.0,121.77,35.84,44.7,166.8,1010.0,482.0,1069.0,1989.0,131.85,24.235,5.074,14820,718.8,7075,90.99,4880.0
92,127.38,7535.0,366.5,181.82,3819.0,2172.0,86.3,398.0,332.7,120.46,37.17,44.53,166.15,1036.6,455.0,1161.8,2014.4,131.55,24.19,5.398,14790,714.0,7444,90.4,4948.5
93,126.5,7250.0,346.2,181.38,3895.0,2280.0,83.14,412.6,340.3,120.3,41.48,44.49,170.75,1024.6,425.0,1249.0,1948.8,134.37,24.38,5.258,15174,707.6,7485,90.4,5059.0
94,127.29,7476.0,344.0,182.33,3910.0,2290.0,83.6,420.8,340.7,120.99,41.23,44.4,169.5,1045.0,423.8,1200.0,1933.0,131.25,24.95,5.346,15338,708.6,7428,92.35,5088.5
95,126.97,7677.0,367.5,180.63,3963.0,2440.0,84.92,423.0,342.8,120.71,39.49,45.5,168.9,1048.0,415.6,1275.0,1940.8,131.98,25.85,5.32,15160,714.0,7420,91.46,5069.0
96,124.98,7535.5,397.7,175.88,3979.0,2555.0,85.84,423.0,337.3,119.35,39.68,45.15,169.9,1039.0,433.0,1190.0,1979.2,133.2,26.14,5.335,14960,705.6,7470,91.6,5139.5
97,125.7,7699.5,389.9,175.5,4005.0,2504.0,86.9,434.0,338.0,119.72,39.77,45.29,167.95,1066.4,422.0,1189.8,1975.0,133.5,27.14,5.379,15142,708.4,7589,91.68,5186.5
98,126.86,7979.0,380.7,181.61,4025.0,2700.0,87.25,455.0,349.45,121.1,39.6,46.4,164.85,1103.8,414.8,1194.0,1965.0,130.0,27.62,5.55,15490,714.2,7681,97.41,5177.0
99,127.44,8077.0,370.5,182.49,4044.0,2895.5,87.0,439.7,351.0,121.51,38.65,49.49,160.95,1129.0,430.2,1160.0,2022.0,127.22,27.295,5.588,15598,720.8,7915,101.34,5300.0
100,126.5,7897.0,382.9,179.37,3942.0,2800.0,85.75,440.9,347.45,121.93,39.2,47.62,157.55,1109.0,447.8,1159.8,2089.0,127.29,26.695,5.49,15388,705.0,8000,96.96,5354.0
101,126.36,7945.0,379.4,178.9,3974.0,2799.0,87.0,438.8,347.15,121.65,39.69,47.87,157.1,1095.0,449.6,1168.8,2123.0,127.95,27.0,5.47,15356,704.6,8466,95.72,5359.5
102,126.69,7880.0,382.4,182.2,4028.5,2677.0,88.77,444.5,349.6,121.9,40.4,47.16,157.2,1150.2,440.0,1161.8,2120.0,127.28,27.25,5.51,15542,709.4,8140,100.87,5334.5
103,130.49,7850.5,379.9,185.8,4099.0,2658.0,88.79,450.9,356.3,125.49,39.81,47.8,156.25,1168.0,437.6,1158.2,2130.0,126.99,27.47,5.592,15788,715.6,8091,104.17,5331.0
104,131.64,7935.0,388.0,186.66,4128.0,2723.0,88.5,451.0,359.45,126.4,39.59,48.25,154.3,1146.0,439.8,1167.0,2112.0,124.91,27.3,5.582,15666,714.0,7969,93.15,5393.0
105,129.81,8182.5,390.0,184.6,4143.5,2790.0,88.59,451.0,360.0,124.6,39.49,48.33,155.3,1176.2,438.0,1162.0,2205.0,125.29,27.165,5.442,15598,713.8,7947,93.35,5450.0
106,130.5,8235.0,382.0,184.2,4115.0,2750.0,89.49,450.0,361.9,125.4,40.55,48.75,157.85,1161.0,441.0,1180.0,2236.0,127.97,27.285,5.447,15436,712.6,7979,93.8,5469.0
107,131.4,8230.0,382.0,190.0,4207.0,2750.0,92.0,458.0,368.95,125.79,40.93,47.9,159.35,1175.0,430.0,1185.0,2195.4,129.98,28.18,5.49,15604,739.0,8077,92.67,5459.0
108,132.6,8412.5,385.0,204.2,4220.0,2810.0,91.44,458.3,370.0,126.55,42.0,47.0,169.85,1164.0,424.0,1248.8,2180.0,127.0,29.07,5.56,15766,754.8,8050,92.44,5450.0
109,138.34,8320.0,426.7,275.96,4300.0,2783.0,96.3,461.9,381.4,131.81,42.38,47.47,174.9,1156.0,437.4,1250.0,2160.0,129.51,29.85,5.858,16140,770.6,8040,100.23,5509.0
110,138.22,8358.0,428.3,259.85,4773.0,2774.0,96.77,455.8,374.0,132.0,43.0,47.5,180.5,1152.4,436.0,1282.0,2183.0,133.16,29.6,5.756,16670,755.0,8040,98.9,5490.0
111,144.9,8378.5,414.8,253.95,4714.5,2736.0,96.78,450.9,389.95,136.55,44.72,48.2,184.0,1165.0,433.8,1346.0,2105.6,133.77,30.1,5.805,16978,774.4,8030,98.6,5485.5
112,145.1,8448.5,411.9,252.11,4690.0,2876.5,96.25,461.1,387.75,137.11,44.91,46.4,178.95,1204.2,429.8,1350.0,2095.0,130.0,30.42,5.887,17000,798.0,8160,98.0,5600.0
113,141.07,8595.0,411.6,250.2,4666.5,2820.5,98.49,460.0,385.85,134.4,41.82,46.4,175.6,1216.8,439.8,1372.0,2095.0,128.22,30.5,5.846,17224,805.0,8188,95.73,5597.5
114,139.19,8147.5,424.4,245.8,4545.0,2965.0,96.2,449.8,382.85,131.37,41.57,46.32,176.6,1198.0,473.8,1345.0,2181.6,128.79,29.37,5.953,16748,802.8,7900,96.53,5544.5
115,137.4,8050.0,421.9,245.3,4432.5,3050.0,94.53,441.7,376.0,129.65,42.86,46.26,181.1,1182.8,474.2,1335.8,2206.6,129.84,28.85,5.985,16398,787.2,7827,96.09,5490.0
116,138.47,8225.0,413.3,247.2,4500.0,3024.5,95.29,441.8,378.8,131.5,43.32,46.96,177.9,1166.2,467.6,1330.0,2193.2,129.1,29.13,6.039,16742,783.0,7785,94.99,5499.0
117,140.37,8344.5,411.0,247.0,4591.5,3050.0,96.52,449.5,383.75,133.0,42.75,46.75,174.9,1193.0,487.8,1308.0,2195.0,128.07,29.9,6.149,16960,793.0,7899,92.68,5630.5
118,139.37,8364.5,404.8,245.29,4588.5,3150.0,96.69,449.8,381.25,132.3,43.1,46.28,169.75,1196.8,514.6,1330.4,2238.0,126.0,29.9,6.098,16810,783.6,7930,92.41,5629.0
119,139.29,8168.0,414.0,243.39,4548.0,3192.0,95.17,443.3,377.5,131.96,42.79,46.24,169.25,1180.0,550.2,1339.0,2250.0,123.54,29.4,6.064,16438,777.8,7807,92.49,5593.0
120,140.28,8177.0,408.0,244.3,4558.0,3240.5,96.6,449.0,382.9,132.78,42.19,45.85,170.0,1198.0,559.6,1335.0,2254.0,122.72,29.815,6.056,16444,788.0,7650,94.0,5570.0
121,141.39,8133.0,346.6,248.2,4580.0,2755.0,96.4,445.4,367.2,133.22,41.59,45.41,164.8,1197.0,484.4,1316.0,1978.0,122.43,30.275,6.012,16390,784.0,7731,93.48,5620.0
122,139.08,8145.0,324.8,245.91,4548.0,2910.5,95.54,439.9,362.9,131.48,37.5,40.48,150.95,1186.6,477.8,1235.0,1969.8,109.6,30.76,6.159,16294,790.6,7709,91.7,5570.0
123,138.35,8130.0,288.8,243.45,4494.0,2838.0,95.27,437.2,357.8,130.97,37.49,41.6,164.9,1161.6,472.8,1230.0,1923.0,117.72,30.005,6.149,16054,785.4,7635,92.72,5515.0
124,123.98,7444.5,264.5,218.78,4044.0,2500.0,87.0,405.0,323.6,119.37,37.49,44.0,159.95,1031.6,414.2,1175.6,1762.0,114.37,27.595,6.0,15130,723.8,7400,92.0,5100.0
125,126.95,7190.0,266.6,237.77,4095.5,2466.0,87.36,409.0,323.5,121.82,35.0,40.39,144.45,1050.0,382.2,1100.0,1715.0,104.9,28.355,6.082,15134,734.6,7500,86.69,5085.0
126,124.5,6965.0,269.8,234.5,4037.0,2525.0,85.55,399.8,315.55,120.01,32.77,36.02,135.9,1017.6,389.4,1115.0,1796.0,96.7,28.23,6.043,14830,724.0,7370,81.75,5059.5
127,117.99,6300.0,258.1,221.9,3882.0,2465.5,82.74,376.3,289.95,113.0,32.22,36.7,130.7,944.4,373.8,1097.0,1880.0,95.55,25.235,5.919,14000,693.0,7173,81.0,4866.0
128,113.89,5784.5,251.0,217.36,3924.0,2420.0,79.89,373.0,270.55,109.5,31.96,36.67,124.6,985.0,370.0,1094.8,1940.0,93.83,24.4,5.896,13400,633.0,7140,84.0,4650.0
129,115.2,5475.0,293.3,223.7,3967.0,2637.5,80.75,363.0,272.0,110.8,30.89,36.3,119.2,998.0,394.4,1058.0,1959.6,88.44,23.75,6.02,13372,633.8,7200,79.92,4780.0
130,112.2,5439.5,306.0,226.8,3958.0,2700.0,79.2,362.0,266.45,107.91,32.3,39.95,122.55,979.0,405.8,1087.0,2004.0,92.97,23.39,5.988,13200,620.0,7197,81.24,4740.0
131,113.4,5190.0,287.5,238.72,4088.0,2650.0,78.47,363.0,269.9,108.3,35.2,41.16,125.95,984.2,394.0,1115.0,2059.4,93.9,24.895,5.95,12788,626.4,6400,83.89,4745.0
132,114.65,5560.0,283.0,220.55,4092.0,2666.0,79.99,387.7,287.9,109.96,34.02,40.3,121.55,1015.0,399.0,1070.6,2056.0,89.17,26.195,6.076,13250,646.2,6382,80.43,5030.0
133,115.5,6070.0,273.0,216.7,4140.0,2525.0,81.65,388.0,292.3,110.45,33.6,40.24,124.7,1025.0,387.2,1072.8,1995.4,89.8,26.3,6.14,13300,640.6,6285,80.2,5019.5
134,110.49,6060.0,259.6,211.5,4189.0,2490.0,79.21,388.0,289.35,107.2,32.29,40.28,120.55,1009.6,383.6,1060.0,1999.8,90.82,25.445,6.09,12932,608.8,6120,78.97,4907.0
135,110.38,5890.0,256.0,216.88,4158.0,2526.5,79.49,393.7,295.95,106.5,32.4,39.79,121.35,982.6,408.4,1048.8,2037.8,88.0,25.975,6.058,12640,604.6,6032,77.2,4846.5
136,108.48,5799.0,259.5,212.84,4030.0,2544.5,78.24,393.2,287.2,105.22,32.29,39.6,129.0,963.0,434.0,1079.2,2058.8,91.78,24.93,5.971,12350,592.4,5985,80.0,4719.5
137,106.77,5425.0,254.2,181.26,4069.0,2630.0,75.8,354.4,279.0,103.49,32.85,40.18,136.9,963.0,441.2,1077.2,2089.0,92.76,25.58,5.847,12508,595.0,5920,80.89,4690.0
138,108.3,5390.0,257.2,165.2,4188.0,2637.5,76.9,360.0,288.0,104.19,36.47,40.49,136.55,979.4,451.8,1072.8,2052.0,92.93,26.52,5.896,12938,606.0,5873,87.0,4849.0
139,108.5,5356.5,271.0,164.0,4280.0,2709.0,77.75,356.0,294.2,104.43,36.4,40.36,143.5,986.6,457.8,1064.8,2024.6,97.0,27.28,5.949,13036,608.0,5868,85.4,4910.0
140,107.3,5290.0,279.0,162.45,4261.5,2759.0,77.45,355.0,299.6,103.5,35.7,40.5,146.45,990.0,460.0,1111.0,2045.0,100.8,26.8,5.995,12888,600.6,5786,86.17,4810.0
141,109.19,5260.0,266.0,161.16,4203.0,2635.0,77.35,353.0,302.8,104.56,36.31,42.2,145.2,987.0,439.6,1143.2,1995.0,101.13,26.485,5.995,12688,616.0,5781,89.85,4845.0
142,112.76,5368.0,270.9,163.8,4220.0,2647.0,79.5,367.0,314.5,108.68,36.06,41.3,140.25,1010.0,447.0,1118.0,1955.2,97.77,28.16,6.09,13270,656.0,6065,89.57,5064.5
143,114.37,5750.0,272.0,164.64,4359.0,2513.0,80.17,369.5,316.6,109.39,35.85,40.95,138.5,1022.0,442.0,1100.0,1982.4,97.45,28.65,6.125,13530,666.6,6280,91.2,5124.5
144,112.93,5695.0,276.2,161.5,4277.0,2534.5,79.99,360.5,309.5,108.1,35.8,40.75,138.0,1001.8,448.0,1119.8,2012.0,97.87,27.87,6.103,13270,656.2,6175,89.1,4999.0
145,117.2,6050.0,282.0,162.48,4400.0,2550.0,81.35,363.9,314.0,110.97,38.45,41.41,142.0,1011.0,452.8,1139.0,2026.8,99.44,28.24,6.149,13246,688.6,6210,90.18,5058.5
146,119.94,6295.0,287.8,169.96,4462.0,2543.0,83.49,363.5,312.9,113.83,39.0,41.9,141.5,1010.0,453.4,1187.0,2036.8,98.91,29.125,6.192,13184,736.8,6167,89.37,5188.0
147,121.68,6465.0,296.4,168.88,4491.0,2520.0,84.58,374.0,316.55,115.4,38.75,43.2,143.7,1022.0,456.8,1218.0,2038.6,101.9,29.8,6.371,13392,743.6,6242,93.0,5256.0
148,125.2,6395.0,295.8,174.69,4579.5,2506.5,84.98,383.8,332.4,119.55,38.45,43.19,142.05,1038.0,450.8,1232.0,2026.8,101.49,30.09,6.35,13550,762.6,6298,99.0,5350.0
149,126.88,6409.5,299.8,173.42,4624.0,2630.0,85.18,384.9,342.4,120.5,38.19,42.91,140.7,1052.0,455.0,1234.0,2109.0,100.04,30.915,6.326,13650,784.6,6244,102.98,5369.5
150,127.5,6249.0,299.0,173.98,4746.5,2657.5,85.14,383.8,347.95,121.5,39.28,42.99,141.0,1083.4,468.8,1295.0,2160.0,100.88,32.655,6.379,13380,831.8,6330,99.29,5320.0
151,127.25,6120.0,297.1,172.35,4800.0,2628.0,86.47,385.5,344.55,121.9,39.22,42.94,139.2,1110.0,472.0,1300.0,2165.0,100.47,32.64,6.378,13566,830.2,6486,97.55,5291.5
152,128.6,6235.0,287.0,171.5,4765.0,2569.5,86.16,388.9,342.95,122.3,38.99,42.65,139.6,1133.6,458.4,1310.0,2134.0,100.0,32.21,6.384,13830,819.0,6375,99.5,5302.0
153,127.97,6143.5,296.1,171.29,4729.5,2608.0,86.29,389.0,335.95,121.68,38.15,42.2,138.2,1120.0,470.2,1265.0,2162.0,98.98,31.6,6.404,13848,798.4,6358,97.3,5265.0
154,127.74,6068.0,314.5,170.45,4788.0,2620.0,84.76,393.5,339.7,121.64,39.42,42.21,144.0,1118.2,479.6,1289.0,2165.0,104.01,31.18,6.428,13680,790.0,6628,96.77,5270.0
155,126.1,5970.0,325.0,169.65,4687.0,2615.5,85.19,386.0,335.85,120.41,38.99,43.0,146.0,1110.6,485.8,1280.0,2130.0,104.43,31.505,6.381,13494,788.6,6679,96.49,5196.0
156,132.0,6200.0,337.0,171.59,4732.0,2689.0,87.35,394.0,357.45,125.9,38.57,46.75,141.0,1141.2,506.8,1267.2,2129.0,103.3,33.23,6.4,14090,830.0,6700,94.77,5259.0
157,133.11,6594.0,340.0,172.0,4725.0,2708.0,87.4,395.9,359.2,126.47,38.3,45.63,139.4,1147.0,506.4,1273.8,2139.6,102.01,33.41,6.414,14144,837.0,6630,97.51,5204.0
158,131.47,6728.0,338.8,170.32,4713.0,2799.0,86.8,397.0,353.1,125.05,38.77,45.8,140.65,1135.6,532.0,1270.0,2150.0,103.0,32.0,6.387,14138,819.8,6548,98.4,5174.0
159,136.69,6720.0,347.6,170.18,4694.5,2800.0,86.77,390.0,359.85,130.49,39.2,44.97,140.15,1131.2,528.6,1275.0,2184.0,103.66,31.5,6.44,14070,805.0,6515,99.5,5059.5
160,138.42,6839.5,338.0,170.6,4694.0,2768.5,87.94,390.7,363.5,132.1,39.76,44.63,143.8,1133.0,512.0,1270.0,2124.0,106.74,31.475,6.469,14764,804.6,6531,99.99,5050.0
161,140.7,6800.0,337.2,171.92,4684.5,2785.0,88.13,388.3,358.6,134.61,38.95,44.14,142.0,1122.4,518.6,1260.0,2128.6,106.0,31.65,6.507,15500,806.0,6545,99.99,5049.5
162,141.0,6775.0,332.6,171.3,4676.0,2829.5,87.92,385.0,351.0,135.4,39.5,44.07,142.7,1128.6,510.8,1280.0,2110.4,107.64,31.3,6.457,15500,802.0,6495,99.7,5025.0
163,139.73,6667.0,326.2,169.15,4670.0,2855.5,87.24,385.6,344.95,134.42,39.75,43.72,137.2,1117.0,502.4,1292.8,2102.4,103.75,30.69,6.324,15420,799.8,6465,98.88,4970.0
164,140.35,6653.0,333.9,169.8,4666.0,2824.0,88.95,384.2,343.4,135.33,40.8,43.6,135.1,1118.4,506.8,1300.0,2095.2,102.98,30.63,6.328,15320,796.0,6539,97.73,5090.0
165,137.81,6610.0,344.8,169.25,4641.0,2818.0,89.44,378.2,338.4,133.46,40.44,43.74,133.8,1099.8,509.0,1330.0,2159.4,102.07,30.195,6.305,15018,788.4,6534,97.3,5027.0
166,136.3,6547.5,350.5,168.67,4625.0,2765.0,88.68,376.2,336.1,131.95,40.8,45.02,134.4,1089.8,510.6,1340.2,2154.6,102.46,30.19,6.26,14994,789.8,6434,97.23,4920.0
167,136.0,6770.0,346.6,168.5,4646.5,2731.5,88.0,372.9,337.1,131.45,40.99,45.19,134.4,1081.8,507.0,1322.8,2153.0,102.82,31.395,6.264,14890,793.4,6421,98.22,4911.5
168,137.55,7178.5,344.0,170.6,4719.0,2682.0,88.29,370.9,339.5,132.0,40.35,44.58,133.2,1099.0,500.2,1302.0,1995.6,101.13,31.7,6.296,14880,801.8,6410,97.91,4898.0
169,138.41,7237.0,351.0,170.87,4707.0,2699.5,87.93,370.3,339.2,132.61,39.68,44.2,134.0,1091.6,502.8,1299.6,1992.0,100.33,31.23,6.337,14844,805.0,6435,96.76,4942.0
170,137.24,7095.0,357.9,169.53,4678.5,2733.5,87.88,367.7,337.0,131.78,39.79,45.1,134.4,1077.8,510.0,1314.0,2014.6,100.77,31.07,6.306,14766,793.8,6457,100.29,4912.0
171,136.2,7219.0,379.8,168.67,4657.0,2736.0,87.6,368.7,334.8,130.82,39.58,45.25,135.85,1058.0,509.0,1319.0,2003.6,101.91,31.105,6.26,14692,792.8,6485,98.29,4875.0
172,137.2,7344.0,382.6,169.0,4648.0,2706.0,87.45,369.8,337.5,131.59,39.25,46.2,134.75,1047.6,502.4,1317.8,1980.2,102.21,31.62,6.2,14744,797.0,6490,99.98,4871.5
173,136.78,7340.5,384.6,168.19,4618.0,2750.0,87.3,368.4,336.6,131.55,38.97,47.49,133.85,1041.0,503.4,1309.8,2004.4,101.21,31.985,6.259,14484,794.4,6471,97.8,4828.5
174,137.95,7540.0,379.0,168.76,4623.5,2737.0,87.55,365.8,338.35,132.45,38.95,47.29,134.35,1065.0,499.6,1307.6,2000.0,100.82,31.77,6.306,14700,792.6,6462,100.05,4840.0
175,137.1,7660.0,379.3,167.19,4598.0,2632.5,87.5,363.7,336.35,131.99,40.0,46.0,134.7,1059.8,486.8,1309.0,1989.8,102.81,31.62,6.335,14670,788.0,6440,98.72,4777.0
176,142.68,7640.0,379.0,167.2,4649.0,2615.0,89.7,367.0,344.7,136.66,39.9,46.15,133.25,1057.2,488.0,1296.2,1984.8,101.49,31.655,6.419,14978,787.6,6414,99.06,4670.0
177,143.37,7479.0,377.5,165.68,4633.0,2530.0,88.81,364.7,343.3,137.58,39.49,46.8,133.6,1048.0,482.8,1295.8,1963.0,101.65,31.415,6.396,14948,789.8,6399,97.93,4597.0
178,142.81,7467.0,377.8,164.33,4612.0,2612.0,88.78,363.0,337.0,137.98,39.07,46.24,132.55,1039.2,474.2,1285.0,1959.6,101.1,31.295,6.339,15098,795.8,6392,96.01,4567.5
179,143.6,7495.0,381.6,163.99,4602.0,2626.0,88.89,363.5,336.95,138.88,39.55,45.61,132.3,1060.0,470.0,1285.6,1927.0,101.78,31.865,6.344,15150,803.4,6415,98.28,4509.0
180,140.7,7460.0,382.0,163.48,4586.0,2566.0,88.5,365.8,337.0,136.9,38.87,45.74,131.1,1050.4,465.0,1269.8,1900.0,101.81,31.96,6.263,15066,816.0,6406,98.27,4494.0
181,140.87,7445.0,374.0,163.81,4607.0,2549.5,88.43,366.2,339.7,136.84,38.68,45.58,128.5,1044.8,448.0,1254.4,1883.0,100.74,32.095,6.29,15000,821.8,6405,98.82,4563.0
182,139.93,7710.0,364.9,163.44,4596.0,2527.5,88.04,361.1,337.95,136.12,37.76,44.92,127.0,1044.0,446.8,1246.0,1862.2,97.89,32.325,6.301,14998,848.8,6384,98.5,4600.0
183,138.28,7830.0,368.6,162.49,4604.0,2509.5,87.92,359.5,337.9,135.74,37.9,44.28,128.1,1036.0,443.4,1225.8,1834.8,97.68,32.27,6.307,15048,845.0,6381,98.0,4525.0
184,137.08,7729.5,380.4,161.25,4599.5,2570.0,86.1,358.2,334.0,134.53,37.9,44.29,129.3,1027.6,452.2,1225.8,1845.0,97.78,31.845,6.359,14690,844.8,6345,98.33,4473.5
185,136.09,7597.0,387.4,162.48,4590.0,2594.0,85.26,356.5,331.95,133.15,37.59,45.5,134.8,1017.0,455.0,1250.0,1878.0,102.82,31.715,6.506,14588,858.2,6106,98.7,4429.0
186,136.73,7607.5,384.3,160.12,4625.0,2592.0,86.98,354.9,337.0,133.69,39.18,45.9,136.35,1024.2,462.6,1264.6,1865.0,103.49,33.15,6.479,14880,881.8,6080,107.48,4381.0
187,138.4,7830.0,377.7,159.45,4146.0,2577.0,89.0,355.8,345.2,135.9,39.1,45.8,136.2,1057.0,469.0,1248.4,1847.0,104.15,34.2,6.638,14932,892.0,6100,103.0,4350.0
188,139.12,8029.5,378.9,160.0,4095.0,2574.0,94.57,357.7,348.0,136.51,38.1,44.63,134.9,1071.0,457.6,1254.0,1829.8,103.1,32.79,6.78,14980,891.8,6205,103.0,4368.5
189,138.97,8004.0,379.9,159.0,4058.5,2638.0,95.48,353.6,348.2,136.56,38.1,44.25,135.0,1074.8,457.2,1249.2,1849.6,103.9,32.425,6.637,15084,885.0,6317,101.5,4350.0
190,138.26,7868.0,379.0,162.5,4024.5,2639.0,93.5,350.0,346.25,136.47,38.16,44.09,135.4,1051.6,453.6,1249.8,1846.0,103.59,32.16,6.647,14958,900.0,6310,101.97,4394.0
191,141.0,7898.5,376.6,163.1,4047.0,2586.5,94.85,353.4,353.15,138.29,38.0,44.2,134.8,1059.8,446.4,1245.8,1828.2,102.27,32.13,6.696,15090,899.8,6296,100.95,4445.0
192,142.0,7880.0,375.2,164.98,4035.0,2563.5,95.83,351.3,356.3,139.0,37.97,43.93,138.2,1058.4,442.6,1255.0,1823.0,103.3,32.395,6.734,15320,907.8,6375,100.2,4490.0
193,140.4,7860.0,379.0,164.79,4040.0,2600.0,95.19,349.0,356.65,138.2,37.96,43.96,144.7,1055.0,454.6,1270.0,1839.0,105.5,32.4,6.702,15348,909.6,6390,100.45,4486.5
194,141.65,7802.0,383.7,163.38,4035.0,2615.0,95.34,349.4,360.65,140.88,38.0,44.64,151.0,1066.0,459.4,1290.0,1877.0,109.29,32.35,6.706,15280,896.0,6400,102.45,4460.0
195,141.48,7777.0,385.5,164.0,4088.0,2593.0,95.72,350.3,365.75,141.29,38.5,45.7,151.6,1080.0,456.4,1295.0,1886.8,109.28,32.965,6.755,15300,929.6,6408,102.38,4419.0
196,143.25,7910.0,378.5,164.36,4139.0,2583.0,96.15,351.9,372.75,143.11,38.63,45.47,150.5,1087.0,451.0,1293.4,1864.4,111.0,33.485,6.821,15550,909.6,6530,102.83,4378.0
197,142.28,8036.0,383.0,163.48,4165.5,2625.0,95.96,352.4,367.6,142.07,38.54,44.89,154.5,1078.6,453.4,1277.0,1874.2,110.5,33.63,6.906,15682,900.8,6576,102.84,4383.0
198,141.84,8015.0,379.2,162.85,4127.0,2674.0,96.18,350.6,369.0,141.18,39.98,46.5,149.95,1062.0,451.0,1286.8,1873.8,107.49,33.275,6.816,15590,891.4,6550,102.87,4374.5
199,141.62,7936.0,380.8,162.59,4118.0,2700.0,96.4,350.6,368.5,140.72,39.74,45.51,148.6,1054.0,466.0,1290.0,1909.6,105.94,33.44,6.844,15490,894.0,6530,102.5,4329.0
200,142.99,7999.5,389.8,163.49,4123.0,2700.0,95.79,347.3,369.7,142.41,39.4,45.6,148.1,1059.6,472.0,1312.2,1914.8,107.0,33.555,6.86,15558,892.8,6477,103.8,4365.0
201,142.85,7900.0,404.6,162.98,4104.0,2745.0,95.56,346.6,368.0,142.0,39.75,45.7,148.0,1052.6,476.4,1353.0,1914.6,107.75,33.415,6.84,15348,872.0,6382,102.89,4378.0
202,149.98,7920.0,410.0,167.19,4099.0,2760.0,98.8,346.5,350.5,148.99,39.98,46.2,147.8,1044.8,491.8,1370.0,1955.0,108.3,33.74,7.06,15478,879.8,6380,101.93,4461.0
203,150.79,7974.5,405.9,165.79,4094.0,2738.0,99.65,347.0,347.8,149.31,40.89,48.29,150.5,1045.0,492.0,1380.0,1959.0,108.2,33.925,7.04,15588,885.0,6395,101.55,4664.0
204,153.28,8120.0,414.3,165.73,4090.0,2704.5,99.41,346.4,347.0,151.6,45.44,47.72,152.75,1046.0,483.2,1380.0,1931.8,108.64,34.4,7.072,15440,893.6,6384,100.91,4675.0
